citetext,wikihandle,year,citeid,done,datevar,issuevar,volumevar,yearvar,refvar,manual_date
espn.comwriterjim caplewrote that closerssaves in the ninth merely conclude what is usually a foregone conclusion.<ref name=caple/>david smith (baseball historian)|dave smithofretrosheetresearched the seasons 1930&ndash;2003 and found that the winning percentage for teams who enter the ninth inning with a lead has remained virtually unchanged over the decades. one-run leads after eight innings have been won roughly 85 percent of the time two-run leads 94 percent of the time and three-run leads about 96 percent of the time.<ref name=caple/>baseball prospectusprojects that teams could gain as much as four extra wins a year by focusing on bringing their ace into the game earlier in more critical situations with runners on base instead of holding them out to accumulate easier ninth inning saves.<ref>#prospectus2007|baseball prospectus 2007 pp.72&ndash;73</ref>inthe book: playing the percentages in baseballtom tangoet al. wrote that there was more value to having the ace reliever enter in the eighth-inning with a one- or a two-run lead instead of the ninth with a three-run lead.<ref>#tango2007|tango et al. 2007 p.221</ref>managers feel the need to please their closers&mdash;and their closersagents&mdash;by getting them cheap saves to pad their stats and their bank accounts wrote caple.<ref name=caple/>tango et al. projected that using a great reliever over an average one to start the ninth with a three-run lead resulted in a two percent increase in wins versus four percent for a two-run lead or six percent for a one-run lead.<ref>#tango2007|tango et al. 2007 pp.215-16</ref>formerbaltimore oriolesmanagerjohnny oatesonce toldjerome holtzman the inventor of the save statistic that he created the ninth-inning pitcher by inventing the save. holtzman disagreed saying it was baseball managers who were responsible for not bringing in their top reliever when the game was on the line in the seventh or eighth inning which had been the pr,Closer_(baseball),2011,735,0,,,,,,NA
espn.comwriterjim caplewrote that closerssaves in the ninth merely conclude what is usually a foregone conclusion.<ref name=caple/>david smith (baseball historian)|dave smithofretrosheetresearched the seasons 1930&ndash;2003 and found that the winning percentage for teams who enter the ninth inning with a lead has remained virtually unchanged over the decades. one-run leads after eight innings have been won roughly 85 percent of the time two-run leads 94 percent of the time and three-run leads about 96 percent of the time.<ref name=caple/>baseball prospectusprojects that teams could gain as much as four extra wins a year by focusing on bringing their ace reliever into the game earlier in more critical situations with runners on base instead of holding them out to accumulate easier ninth inning saves.<ref>#prospectus2007|baseball prospectus 2007 pp.72&ndash;73</ref>inthe book: playing the percentages in baseballtom tangoet al. wrote that there was more value to having the ace reliever enter in the eighth inning with a one- or a two-run lead instead of the ninth with a three-run lead.<ref>#tango2007|tango et al. 2007 p.221</ref>managers feel the need to please their closers&mdash;and their closersagents&mdash;by getting them cheap saves to pad their stats and their bank accounts wrote caple.<ref name=caple/>tango et al. projected that using a great reliever over an average one to start the ninth with a three-run lead resulted in a two percent increase in wins versus four percent for a two-run lead or six percent for a one-run lead.<ref>#tango2007|tango et al. 2007 pp.215-16</ref>formerbaltimore oriolesmanagerjohnny oatesonce toldjerome holtzman the inventor of the save statistic that he created the ninth-inning pitcher by inventing the save. holtzman disagreed saying it was baseball managers who were responsible for not bringing in their top reliever when the game was on the line in the seventh or eighth inning which had be,Closer_(baseball),2013,736,0,,,,,,NA
file:art houtteman.png|thumb|right|houtteman on the cover of baseball digest.,Art_Houtteman,2013,737,0,,,,,,NA
file:ron herbel 1963.png|thumb|180px|giants pitcherron herbelin a 1963 issue of baseball digest.,San_Francisco_Giants,2013,743,0,,,,,,1963
fr:baseball digest,Baseball_Digest,2007,755,0,,,,,,NA
image:baseballdifgest.jpg|right|thumbbaseball digestis abaseballmagazineresource that was first published in august of 1942. it is published 10 times a year &ndash; withnational league|nationalandamerican league|americanleague schedules directories and pre-season rosters &ndash; the magazine provides insights onmajor league baseballhistory and on current stars often from one-on-one interviews.,Baseball_Digest,2006,756,0,,,,,,1942
image:baseballdifgest.jpg|right|thumbbaseball digestis abaseballmagazineresource published inevanston illinoisby lakeside publishing company that was first published in august of1942 in baseball|1942 and is the oldest baseball magazine in the country.,Baseball_Digest,2007,757,0,,,,,,1942
image:baseballdifgest.jpg|right|thumbbaseball digestis abaseballmagazineresource published inevanston illinoisby lakeside publishing company. it is the oldest baseball magazine in the united states.,Baseball_Digest,2008,758,0,,,,,,NA
a beautiful saturday afternoon was the setting for game 4. the royals jumped all over phillies starterlarry christensonin the bottom of the first.willie wilson (baseball player)|willie wilsondoubledgeorge brett (baseball)|george bretttripled him in andwillie aikenssmashed his third homer of the series. the onslaught continued whenamos otisdoubled inhal mcraeto give the royals a 4-0 lead right out of the gate. aikens would add another blast an inning later and despite the philsattempt at another comeback the royals would triumph 5-3. despite the royals victory game 4 is best remembered for dickie nolesfourth inningbrushback pitch|brushback pitchunder bretts chin that ultimately prompted the umpires to issue warnings to each team. brett toldbaseball digestin march 1998 that he had no idea if thatbrushback pitch by nolesturned the series around. all i know is we lost. mike schmidt in his book clearing the bases called it the greatest brushback in world series history.,1980_World_Series,2007,782,0,,,,,,1998
a beautiful saturday afternoon was the setting for game 4. the royals jumped all over phillies starterlarry christensonin the bottom of the first.willie wilson (baseball)|willie wilsondoubledgeorge brett (baseball)|george bretttripled him in andwillie aikenssmashed his third homer of the series. the onslaught continued whenamos otisdoubled inhal mcraeto give the royals a 40 lead right out of the gate. aikens would add another blast an inning later and despite the philsattempt at another comeback the royals would triumph 53. aikens became the first player in world series history to have a pair of two-homer games. despite the royals victory game 4 is best remembered fordickie nolesfourth-inningbrushback pitchunder bretts chin that ultimately prompted the umpires to issue warnings to each team. brett toldbaseball digestin march 1998 that he had no idea if thatbrushback pitch by nolesturned the series around. all i know is we lost. mike schmidt in his bookclearing the bases called it the greatest brushback in world series history. aikens later said thathehad been expecting it to happen to him in retaliation for his two home runs.,1980_World_Series,2012,783,0,,,,,,1998
a beautiful saturday afternoon was the setting for game 4. the royals jumped all over phillies starterlarry christensonin the bottom of the first.willie wilson (baseball)|willie wilsondoubledgeorge brett (baseball)|george bretttripled him in andwillie aikenssmashed his third homer of the series. the onslaught continued whenamos otisdoubled inhal mcraeto give the royals a 40 lead right out of the gate. aikens would add another blast an inning later and despite the philsattempt at another comeback the royals would triumph 53. aikens became the first player in world series history to have a pair of two-homer games. despite the royals victory game 4 is best remembered fordickie nolesfourth-inningbrushback pitchunder bretts chin that ultimately prompted the umpires to issue warnings to each team. brett toldbaseball digestin march 1998 that he had no idea if thatbrushback pitch by nolesturned the series around. all i know is we lost. mike schmidt in his bookclearing the bases called it the greatest brushback in world series history. aikens later said thathehad been expecting it to happen to him in retaliation for his two home runs.{{citation needed|date=december 2012}},1980_World_Series,2013,784,0,,,,,,1998
a beautiful saturday afternoon was the setting for game 4. the royals jumped all over phillies starterlarry christensonin the bottom of the first.willie wilson (baseball)|willie wilsondoubledgeorge brett (baseball)|george bretttripled him in andwillie aikenssmashed his third homer of the series. the onslaught continued whenamos otisdoubled inhal mcraeto give the royals a 40 lead right out of the gate. aikens would add another blast an inning later and despite the philsattempt at another comeback the royals would triumph 53. willie aikens became the first player in world series history to have a pair of two-homer games. despite the royals victory game 4 is best remembered fordickie nolesfourth inningbrushback pitchunder bretts chin that ultimately prompted the umpires to issue warnings to each team. brett toldbaseball digestin march 1998 that he had no idea if thatbrushback pitch by nolesturned the series around. all i know is we lost. mike schmidt in his book clearing the bases called it the greatest brushback in world series history.,1980_World_Series,2010,785,0,,,,,,1998
a beautiful saturday afternoon was the setting for game 4. the royals jumped all over phillies starterlarry christensonin the bottom of the first.willie wilson (baseball)|willie wilsondoubledgeorge brett (baseball)|george bretttripled him in andwillie aikenssmashed his third homer of the series. the onslaught continued whenamos otisdoubled inhal mcraeto give the royals a 40 lead right out of the gate. aikens would add another blast an inning later and despite the philsattempt at another comeback the royals would triumph 53. willie aikens became the first player in world series history to have a pair of two-homer games. despite the royals victory game 4 is best remembered fordickie nolesfourth inningbrushback pitchunder bretts chin that ultimately prompted the umpires to issue warnings to each team. brett toldbaseball digestin march 1998 that he had no idea if thatbrushback pitch by nolesturned the series around. all i know is we lost. mike schmidt in his book clearing the bases called it the greatest brushback in world series history. aikens later said thathehad been expecting it to happen to him in retaliation for his two home runs.,1980_World_Series,2011,786,0,,,,,,1998
according tobaseball digestthephillieswere able to hit him because they knew when he was throwing the spitter. the dodgers were mystified about this; first they thought the relative newcomer of a catcherhank deberry was unwittingly giving away his signals to the pitcher so they substituted veteranzack taylor (baseball)|zack taylor to no avail. they suggested that a spy with binoculars was concealed in the scoreboard in oldbaker bowlinphiladelphia reading the signals from a distance but the phils hit grimes just as well inebbets fieldin brooklyn. a batboy solved the mystery by pointing out that burleighs cap was too tight. it sounded silly but he was right. the tighter cap would wiggle when grimes flexed his facial muscles to prepare the spitter. he got a cap a half-size larger and the phillies were on their own after that.{{citation needed|date=february 2007}},Burleigh_Grimes,2013,805,0,,,,,,NA
according tobaseball digestthephillieswere able to hit him because they knew when he was throwing the spitter. the dodgers were mystified about this; first they thought the relative newcomer of a catcherhank deberry was unwittingly giving away his signals to the pitcher so they substituted veteranzack taylor (baseball)|zack taylor to no avail. they suggested that a spy with binoculars was concealed in the scoreboard in oldbaker bowlinphiladelphia reading the signals from a distance but the phils hit grimes just as well inebbets fieldin brooklyn. a batboy solved the mystery by pointing out that burleighs cap was too tight. it sounded silly but he was right. the tighter cap would wiggle when grimes flexed his facial muscles to prepare the spitter. he got a cap a half-size larger and the phillies were on their own after that.{{fact|date=february 2007}},Burleigh_Grimes,2008,806,0,,,,,,NA
according tobaseball digest he is the only player to field an apple. in one game the fans booed him and one threw an apple that landed near his feet. he picked it up and took a bite out of it whereupon the booing stopped.,Don_Demeter,2010,807,0,,,,,,NA
according tobaseball digesthe is the only player to field an apple. in one game the fans booed him and one threw an apple that landed near his feet. he picked it up and took a bite out of it; the booing stopped.,Don_Demeter,2009,808,0,,,,,,NA
according tobaseball digestthe phillies were able to hit him because they knew when he was throwing the spitter. the dodgers were mystified about this; first they thought the relative newcomer of a catcher hank deberry was unwittingly giving away his signals to the pitcher so they substituted veteran zack taylor to no avail. they suggested that a spy with binoculars was concealed in the scoreboard in old baker bowl in philadelphia reading the signals from a distance but the phils hit grimes just as well in ebbetts field in brooklyn. a batboy solved the mystery by pointing out that burleighs cap was too tight. it sounded silly but he was right. the tighter cap would wiggle when grimes flexed his facial muscles to prepare the spitter. he got a cap a half-size larger and the phillies were on their own after that.{{fact|date=february 2007}},Burleigh_Grimes,2007,809,0,,,,,,NA
